year,deaths_overall,deaths_on_warning_days,frac_deaths_on_warning_days,n_warning_days
2020,5.778905176239649,4.912684763700606,0.8501064845118821,15
2030,10.011502193416469,8.718054387842711,0.870803823383835,19
2040,15.929269378342024,14.50791876107692,0.910771135605402,27
2050,18.591742025219883,17.059943387976052,0.9176086546830344,31
