tree_age,pv_om,pv_total,avoided_deaths,cost_per_death
5,160056234.2042958,298719864.75832105,0.6473053232559628,461482169.2733072
0,110779477.53747395,249443108.0914992,0.44452540012295233,561144780.5288633
