year,policy,avoided_deaths
2020,income-targeted,0.44075580332838105
2030,income-targeted,0.7602101663970268
2040,income-targeted,1.2142503297205631
2050,income-targeted,1.3839144108885797
2020,uniform,0.4771712985504344
2030,uniform,0.8192854606111378
2040,uniform,1.3028027008719554
2050,uniform,1.4845142630187576
