muni_id,pop_muni,users_muni,kwh_muni,kwh_per_user_muni,ac_share_muni,kwh_pc_overall,year
1,64301.87564846169,14853.457713227617,6507569.40306098,438.1181335449218,0.23099571456408924,101.20341494605628,2020
2,83735.43929677404,21452.479310916435,7004729.627168126,326.52307128906256,0.2561935482882563,83.65310656987248,2020
3,54438.13787074876,8479.360879773776,4011464.694993928,473.08572387695307,0.15576140572453326,73.68849949493602,2020
4,41507.79762716792,7957.352071622474,3901688.6399253625,490.32498168945307,0.1917074026210001,93.99893183857114,2020
5,54907.07538773166,18622.05924528488,4655242.115575939,249.98535156249997,0.33915591230790193,84.78401158143087,2020
6,75173.806240201,13077.543366745114,3979405.8377170563,304.29306030273443,0.1739640976134528,52.93606957989808,2020
7,79400.08422555904,25428.36952258076,10767678.099001717,423.4513854980469,0.32025620338568,135.6129304398846,2020
8,66760.76861118712,13959.958785019466,5398785.13280797,386.7336120605468,0.20910422506250465,80.8676299736803,2020
9,41420.61285733152,12501.138968526386,5147853.890724182,411.79080200195307,0.3018096089400006,124.28241727024574,2020
10,75377.72734529153,21327.482018816285,7274528.075607777,341.0870666503906,0.28294143071094474,96.50765991238366,2020
1,67104.46583646303,16023.704779344262,7020823.184363782,438.1523132324218,0.23878745743084878,104.62527488817038,2030
2,87363.01930857266,23157.319982755605,7562412.687666375,326.56683349609375,0.2650700509899072,86.5630875342732,2030
3,56816.81039860245,9108.550948585733,4309946.397938069,473.1758728027343,0.16031436620049655,75.85688756023661,2030
4,43316.75929012759,8568.393032558997,4201711.104066338,490.373291015625,0.1978078040226762,96.99966416979764,2030
5,57320.174740674905,20153.9950021588,5039595.336490899,250.05441284179688,0.35160386536395793,87.92009723087529,2030
6,78444.59498918056,14065.168126359582,4280719.724752426,304.3489990234375,0.17930066600891387,54.56997675037831,2030
7,82859.09454178851,27500.1506934543,11645954.73004803,423.48693847656256,0.3318905528177729,140.55131539211547,2030
8,69659.14325563889,15043.139870537329,5818183.320572913,386.7665405273437,0.2159535585347526,83.52361296235053,2030
9,43224.93476165179,13514.269187508151,5565414.1499964,411.817626953125,0.3126498457898822,128.75471485809882,2030
10,78666.2404885795,23046.799379555043,7862451.637872934,341.15155029296875,0.2929693758900414,99.94696058996716,2030
1,66849.37492710259,15962.792284397641,6992125.238254547,438.0264587402344,0.2387874576509448,104.59522240678044,2040
2,86896.36515702376,23033.623940017595,7520183.2172795115,326.4871826171875,0.2650700509554721,86.54197679834324,2040
3,56564.88290221454,9068.163348388625,4290007.820691202,473.0845336914062,0.1603143661424181,75.84224700168603,2040
4,43531.182909336014,8610.80768377283,4221406.841282343,490.24517822265636,0.19780780370032383,96.97431953720212,2040
5,57388.88299240265,20178.15310666128,5045109.006130755,250.02828979492185,0.35160386567085716,87.91091136585887,2040
6,77733.27257144451,13937.627535291016,4240989.274255753,304.283447265625,0.17930066590829516,54.5582237047574,2040
7,82810.83977726579,27484.135408902483,11635879.535169072,423.3671264648438,0.33189055301003906,140.5115509813184,2040
8,69342.38922887482,14974.73572734103,5790083.674783945,386.6568298339844,0.2159535587664091,83.49991598462114,2040
9,43331.23475780245,13547.503887905274,5577402.1905937195,411.6922302246094,0.3126498463205192,128.71551484208337,2040
10,77830.47271584347,22801.945045461413,7777519.0014977455,341.09014892578125,0.29296937625845565,99.92897036477235,2040
1,67693.09380848613,17535.39442252973,5526271.5135605335,315.1495361328125,0.259042591141424,81.63715384608038,2050
2,87930.98460142397,25336.8792968517,5951765.464978359,234.9052276611328,0.28814506526566736,67.6867829008931,2050
3,57278.55271997821,9860.506336045786,3356457.553779356,340.39404296875,0.17215006084828216,58.598854097943295,2050
4,44133.81178237316,9429.904543549736,3326151.7018982144,352.72378540039057,0.21366621560016705,75.3651580855897,2050
5,58213.32772832364,22351.773695388576,4021349.2474769354,179.911865234375,0.3839631673300364,69.07952876777996,2050
6,78619.45539027452,15187.1881775558,3325059.767179489,218.9384765625,0.19317340856872053,42.29309082177653,2050
7,83927.70110651042,30393.13994437104,9257842.306031585,304.60302734375,0.3621347843878139,110.307350064107,2050
8,70180.62857760675,16405.341061541345,4563814.07147795,278.19073486328125,0.23375882197179357,65.02954111377356,2050
9,43934.305104916915,14974.11601845501,4435329.194885731,296.1997375488281,0.3408296997686935,100.95366671429042,2050
10,78678.78834195249,25101.502474516165,6160457.519321442,245.42185974121094,0.3190377356273004,78.29883567279862,2050
