year,deaths_overall,deaths_on_warning_days,frac_deaths_on_warning_days,n_warning_days
2020,142.5782996555154,77.79289348151475,0.5456152420773063,28
2030,181.01563296407403,120.57935536019748,0.6661267504123731,41
2040,219.50388737106633,162.18397285709105,0.7388660620070147,51
2050,236.26986674422199,186.88181839895174,0.7909676378717556,58
