year,total,<15,15-64,65+
2020,5.778905167663563,0.0,0.63770896328243,5.141196204381133
2030,10.01150217837457,0.0,0.8581956691817446,9.153306509192825
2040,15.929269355305752,0.0,0.9479677434841154,14.981301611821637
2050,18.591741996013916,0.0,0.8862162994029269,17.705525696610987
