year,<15,15-64,65+,overall
2020,0.0,0.04446178305239579,0.42429766492322507,0.4687594479756205
2030,0.0,0.05941950173390731,0.747070235264065,0.8064897369979729
2040,0.0,0.06512065910976894,1.2143987628734703,1.27951942198324
2050,0.0,0.059716843109852036,1.4046661148913167,1.4643829580011705
