year,<15,15-64,65+
2020,1.0,1.0,1.0
2030,1.0,0.8279255708589394,0.9802531102789216
2040,1.0,0.612441132065313,0.9359042186734348
2050,1.0,0.4916685069212855,0.9210217565441876
