year,<15,15-64,65+,overall
2020,0.0,0.043095225173802376,0.434076073376632,0.4771712985504344
2030,0.0,0.057405233848268344,0.7618802267628695,0.8192854606111378
2040,0.0,0.06317077110659619,1.239631929765359,1.3028027008719554
2050,0.0,0.05747008045705626,1.4270441825617013,1.4845142630187576
