year,deaths_T,deaths_T_plus_dT,marginal_per_C,<15,15-64,65+
2020,5.338149372931063,18.170906127199736,12.832756754268672,0.0,0.597315527512253,4.74083384541881
2030,9.25129202698002,28.2194128546843,18.968120827704283,0.0,0.8040673080614584,8.44722471891856
2040,14.715019048675595,40.11443452039004,25.39941547171445,0.0,0.8880533558597682,13.826965692815827
2050,17.207827614223582,45.87933061699326,28.671503002769676,0.0,0.8316858382051336,16.37614177601845
