year,<15,15-64,65+,overall
2020,0.0,0.04039343915220861,0.4003623717471321,0.4407558108993408
2030,0.0,0.0541283657470476,0.706081813322287,0.7602101790693343
2040,0.0,0.059914392727929755,1.1543359565743554,1.2142503493022847
2050,0.0,0.054530466144570355,1.3293839667202363,1.3839144328648096
