year,<15,15-64,65+
2020,0.0,0.6824271421138346,5.598807669726248
2030,0.0,0.9205035656144585,9.99395136827391
2040,0.0,1.0164892119101885,16.348148523778594
2050,0.0,0.9561755561857084,19.471718841624618
