year,<15,15-64,65+,overall
2020,0.0,0.004207392715759872,0.025221307488806133,0.029428700204565672
2030,0.0,0.005474227124219522,0.043182895614110706,0.048657122738330116
2040,0.0,0.005396307036851233,0.06340695787839756,0.06880326491524968
2050,0.0,0.005364137502184563,0.07925102363653735,0.08461516113872491
