year,<15,15-64,65+,overall
2020,0.0,0.04039343754711766,0.4003623657812634,0.44075580332838105
2030,0.0,0.05412836359617945,0.7060818028008473,0.7602101663970268
2040,0.0,0.05991439034714541,1.1543359393734178,1.2142503297205631
2050,0.0,0.05453046397772421,1.3293839469108555,1.3839144108885797
