year,activity_share,activity_days_equiv,pen_base,pen_current,pen_policy,dT_night_base,dT_night_current,dT_night_policy,dT_night_incremental,dT_dm_base,dT_dm_current,dT_dm_policy,dT_dm_incremental,marginal_perC,marginal_current_full_perC,marginal_policy_full_perC,marginal_current_active_perC,marginal_policy_active_perC,penalty_base,penalty_current,penalty_policy,penalty_incremental
2030,0.013967204849507685,5.098029770070305,0.25599854117914134,0.25599854117914134,0.49356798150288606,0.2764575142483556,0.2764575142483556,0.5633411685619031,0.2868836543135475,0.1382287571241778,0.1382287571241778,0.28167058428095154,0.14344182715677375,0.2867850883072325,20.5327473461765,18.968120827704283,0.2867850883072325,0.26493162921075897,0.03964194631845632,0.03964194631845632,0.07462344679429889,0.034981500475842565
2031,0.014547360765691887,5.311763555878674,0.25600712718268614,0.25600712718268614,0.49356504264673784,0.2764668593263176,0.2764668593263176,0.5633373773075774,0.2868705179812598,0.1382334296631588,0.1382334296631588,0.2816686886537887,0.1434352589906299,0.30882777897925223,21.229127671569373,19.6112502921053,0.30882777897925223,0.2852919330655362,0.042690323063558015,0.042690323063558015,0.08035780467007403,0.037667481606516014
2032,0.015127516681876091,5.525497341687043,0.25601571963944686,0.25601571963944686,0.4935621015817538,0.27647621143290874,0.27647621143290874,0.5633335832045363,0.28685737177162757,0.13823810571645437,0.13823810571645437,0.28166679160226815,0.14342868588581378,0.331678487982654,21.925507996962246,20.254379756506317,0.331678487982654,0.3063984676476027,0.04585060588561986,0.04585060588561986,0.08630227333415161,0.04045166744853175
2033,0.015707672598060295,5.739231127495412,0.2560243185567015,0.2560243185567015,0.49355915830544256,0.2764855705760615,0.2764855705760615,0.5633297862495679,0.2868442156735064,0.13824278528803075,0.13824278528803075,0.28166489312478393,0.1434221078367532,0.3553372153174377,22.621888322355122,20.89750922090733,0.3553372153174377,0.3282512329569584,0.049122806361975295,0.049122806361975295,0.09245684844890024,0.04333404208692495
2034,0.0162878285142445,5.952964913303781,0.25603292394173915,0.25603292394173915,0.4935562128153093,0.2764949367637206,0.2764949367637206,0.5633259864394553,0.2868310496757347,0.1382474683818603,0.1382474683818603,0.28166299321972765,0.14341552483786735,0.3798039609836033,23.318268647747995,21.54063868530835,0.3798039609836033,0.35085022899360346,0.052506936087386005,0.052506936087386005,0.09882152567016522,0.04631458958277922
2035,0.0168679844304287,6.16669869911215,0.25604153580185984,0.25604153580185984,0.49355326510885544,0.27650431000384235,0.27650431000384235,0.563322183770977,0.28681787376713463,0.13825215500192117,0.13825215500192117,0.2816610918854885,0.14340893688356732,0.4050787249811507,24.01464897314087,22.183768149709366,0.4050787249811507,0.37419545575753765,0.056003006674074644,0.056003006674074644,0.10539630064725605,0.04939329397318141
2036,0.017448140346612902,6.380432484920519,0.25605015414437443,0.25605015414437443,0.4935503151835783,0.27651369030439515,0.27651369030439515,0.5633183782409064,0.2868046879365112,0.13825684515219758,0.13825684515219758,0.2816591891204532,0.1434023439682556,0.4311615073100801,24.71102929853374,22.826897614110383,0.4311615073100801,0.39828691324876114,0.05961102975175785,0.05961102975175785,0.11218116902293435,0.05257013927117649
2037,0.018028296262797106,6.594166270728888,0.2560587789766049,0.2560587789766049,0.49354736303697194,0.2765230776733595,0.2765230776733595,0.5633145698460122,0.28679149217265276,0.13826153883667974,0.13826153883667974,0.2816572849230061,0.14339574608632638,0.4580523079703914,25.407409623926615,23.4700270785114,0.4580523079703914,0.42312460146727393,0.06333101696767907,0.06333101696767907,0.11917612643340139,0.055845109465722326
2038,0.018608452178981306,6.807900056537257,0.25606741030588426,0.25606741030588426,0.49354440866652616,0.2765324721187278,0.2765324721187278,0.5633107585830583,0.28677828646433057,0.1382662360593639,0.1382662360593639,0.2816553792915292,0.14338914323216528,0.4857511269620846,26.10378994931949,24.113156542912414,0.4857511269620846,0.44870852041307585,0.06716297998664163,0.06716297998664163,0.12638116850828574,0.05921818852164411
2039,0.01918860809516551,7.021633842345626,0.25607604813955664,0.25607604813955664,0.49354145206972744,0.2765418736485047,0.2765418736485047,0.5633069444488037,0.286765070800299,0.13827093682425234,0.13827093682425234,0.28165347222440185,0.1433825354001495,0.5142579642851598,26.800170274712364,24.75628600731343,0.5142579642851598,0.4750386700861671,0.07110693049104194,0.07110693049104194,0.13379629087063105,0.06268936037958911
2040,0.019768764011349714,7.235367628153995,0.2560846924849772,0.2560846924849772,0.49353849324405796,0.2765512822707068,0.2765512822707068,0.563303127440002,0.2867518451692952,0.1382756411353534,0.1382756411353534,0.281651563720001,0.1433759225846476,0.5435728199396168,27.496550600105238,25.39941547171445,0.5435728199396168,0.5021150504865477,0.07516288018090253,0.07516288018090253,0.1414214891368834,0.06625860895598087
2041,0.020067807150026602,7.342541497369924,0.25832379974634107,0.25832379974634107,0.4950056687698166,0.2789885237376614,0.2789885237376614,0.5651959421708976,0.2862074184332362,0.1394942618688307,0.1394942618688307,0.2825979710854488,0.1431037092166181,0.5587814843703046,27.844670829895026,25.72662422481997,0.5587814843703046,0.5162769335648898,0.07794681070820521,0.07794681070820521,0.14589881394365492,0.06795200323544971
2042,0.020366850288703487,7.449715366585853,0.2605573008181309,0.2605573008181309,0.49646917083862313,0.2814199942212759,0.2814199942212759,0.5670842113490472,0.2856642171277713,0.14070999711063795,0.14070999711063795,0.2835421056745236,0.14283210856388565,0.5741983547332987,28.19279105968481,26.053832977925495,0.5741983547332987,0.5306345157082943,0.08079544883545553,0.08079544883545553,0.15045722792751084,0.06966177909205531
2043,0.020665893427380375,7.556889235801782,0.26278521672886007,0.26278521672886007,0.4979290132294156,0.2838457141271104,0.2838457141271104,0.5689679512992862,0.28512223717217583,0.1419228570635552,0.1419228570635552,0.2844839756496431,0.14256111858608791,0.5898234310285995,28.5409112894746,26.381041731031015,0.5898234310285995,0.5451877969167612,0.08370942649460764,0.08370942649460764,0.15509719194255048,0.07138776544794284
2044,0.020964936566057264,7.664063105017711,0.2650075684020045,0.2650075684020045,0.49938520965230615,0.2862657037649907,0.2862657037649907,0.5708471782685257,0.284581474503535,0.14313285188249536,0.14313285188249536,0.28542358913426286,0.1422907372517675,0.6056567132562068,28.88903151926439,26.70825048413654,0.6056567132562068,0.5599367771902908,0.08668937263013962,0.08668937263013962,0.15981916463392484,0.07312979200378522
