year,deaths_T,deaths_T_plus_dT,marginal_per_C,<15,15-64,65+
2020,5.778905176259444,19.676450562748183,13.897545386488739,0.0,0.6377089650593707,5.141196211200073
2030,10.011502193377046,30.544249539553544,20.5327473461765,0.0,0.8581956716576379,9.153306521719408
2040,15.929269378396155,43.425819978501394,27.496550600105238,0.0,0.9479677462069137,14.981301632189242
2050,18.591742025112165,49.56949492311528,30.977752898003114,0.0,0.8862163021828577,17.705525722929305
