year,<15,15-64,65+,overall
2020,0.0,0.004068343900187177,0.023935293176092998,0.02800363707627973
2030,0.0,0.005291135986859707,0.040988421941777986,0.04627955792863858
2040,0.0,0.005206266381839186,0.06006280629911487,0.06526907268095528
2050,0.0,0.0051863769652816805,0.07528214817108037,0.08046852513636082
